event_id,learner_id,session_id,instrument,score,max_score,assessment_date
E00458,VU0040,S018,Facilitator Eval: Journal Club,7,9,2025-01-13
E01295,VU0113,S021,Quiz: Renal Replacement (RRT),18,25,2025-04-21
E00168,VU0015,S018,Facilitator Eval: Journal Club,5,9,2024-12-30
E01212,VU0106,S001,Quiz: Renal Acid-Base,20,25,2025-04-08
E00852,VU0074,S018,Facilitator Eval: Journal Club,9,9,2025-01-09
E01193,VU0104,S018,Facilitator Eval: Journal Club,8,9,2025-04-08
E01315,VU0114,S021,Quiz: Renal Replacement (RRT),20,25,04/12/25
E01123,VU0098,S017,Quiz: Sepsis Bundles,15,20,2025-02-24
E01347,VU0117,S010,Facilitator Eval: IP Rounds,7,9,2025-01-28
E00951,VU0082,S011,Quiz: Pulmonary Embolism,37,50,2025-03-16
E00523,VU0046,S010,Facilitator Eval: IP Rounds,6,9,2024-09-08
E00256,VU0022,S007,Facilitator Eval: Clinical Reasoning,7,9,10/19/2024
E01254,VU0109,S002,Quiz: Cardiology ECG,20,25,03/30/2025
E01216,VU0106,S014,Professionalism Attestation,P,,2025-02-25
E00101,VU0009,S002,Quiz: Cardiology ECG,18,20,2024-09-08
E00834,VU0072,S002,Quiz: Cardiology ECG,45,50,2025-02-16
E01138,VU0099,S015,Quiz: Nutrition,17,20,2025-01-06
E01339,VU0116,S013,Quiz: Acute Kidney Injury,18,25,2025-04-15
E01442,VU0125,S010,Facilitator Eval: IP Rounds,5,9,2024-12-14
E01583,VU0136,S014,Professionalism Attestation,P,,11/11/2024
E01204,VU0106,S005,Quiz: Heart Failure,16,20,2024-10-18
E01271,VU0111,S020,OSCE: Pre-Clerkship Capstone,80.2,100,02/27/25
E00905,VU0078,S021,Quiz: Renal Replacement (RRT),21,25,12/30/2024
E01006,VU0088,S017,Quiz: Sepsis Bundles,16,20,2024-12-07
E00957,VU0083,S020,OSCE: Pre-Clerkship Capstone,84.1,100,11/26/24
E00312,VU0027,S003,OSCE: Communication Station,72.5,100,2025-04-27
E01072,VU0093,S002,Quiz: Cardiology ECG,36,50,2024-12-09
E01337,VU0116,S008,Quiz: Antimicrobial Stewardship,35,50,03/26/25
E00429,VU0037,S014,Professionalism Attestation,P,,2024-10-30
E00652,VU0056,S011,Quiz: Pulmonary Embolism,38,50,2025-03-18
E01115,VU0097,S002,Quiz: Cardiology ECG,15,20,2025-04-22
E01535,VU0132,S015,Quiz: Nutrition,17,25,10/05/2024
E00109,VU0010,S001,Quiz: Renal Acid-Base,48,50,09/18/24
E00309,VU0027,S016,OSCE: Shared Decision-Making,73.6,100,11/14/2024
E01143,VU0100,S003,OSCE: Communication Station,88.2,100,2024-11-17
E00896,VU0078,S002,Quiz: Cardiology ECG,14,20,2024-10-05
E01049,VU0091,S001,Quiz: Renal Acid-Base,15,20,2025-02-11
E00288,VU0025,S007,Facilitator Eval: Clinical Reasoning,6,9,12/08/2024
E00120,VU0010,S015,Quiz: Nutrition,24,25,2025-03-28
E00539,VU0047,S004,Quiz: Endocrine/DKA,17,25,2025-02-23
E00776,VU0067,S014,Professionalism Attestation,P,,2025-02-04
E00239,VU0021,S014,Professionalism Attestation,P,,04/28/2025
E01426,VU0124,S008,Quiz: Antimicrobial Stewardship,21,25,2024-11-19
E01083,VU0095,S017,Quiz: Sepsis Bundles,38,50,2025-03-13
E00484,VU0042,S005,Quiz: Heart Failure,21,25,04/25/2025
E00983,VU0085,S006,Facilitator Eval: QI Project,9,9,2024-10-28
E00353,VU0031,S001,Quiz: Renal Acid-Base,34,50,2025-03-27
E01569,VU0135,S004,Quiz: Endocrine/DKA,18,25,04/14/25
E01262,VU0110,S001,Quiz: Renal Acid-Base,14,20,2025-01-19
E00063,VU0006,S021,Quiz: Renal Replacement (RRT),19,20,03/14/2025
E00161,VU0014,S010,Facilitator Eval: IP Rounds,6,9,2025-01-22
E01658,VU0144,S003,OSCE: Communication Station,80.8,100,09/12/24
E00895,VU0078,S018,Facilitator Eval: Journal Club,7,9,02/24/2025
E00672,VU0058,S013,Quiz: Acute Kidney Injury,19,20,2025-02-06
E01037,VU0090,S015,Quiz: Nutrition,20,25,02/22/2025
E01107,VU0097,S018,Facilitator Eval: Journal Club,7,9,2025-04-07
E00849,VU0073,S018,Facilitator Eval: Journal Club,6,9,2024-11-01
E01034,VU0090,S010,Facilitator Eval: IP Rounds,8,9,2025-02-12
E00563,VU0049,S016,OSCE: Shared Decision-Making,89.5,100,02/14/2025
E00923,VU0080,S013,Quiz: Acute Kidney Injury,45,50,12/08/2024
E00587,VU0051,S005,Quiz: Heart Failure,20,25,2025-02-04
E01675,VU0145,S015,Quiz: Nutrition,19,25,2025-04-07
E00457,VU0040,S015,Quiz: Nutrition,17,20,2024-11-19
E01092,VU0095,S004,Quiz: Endocrine/DKA,20,25,02/08/2025
E00855,VU0074,S003,OSCE: Communication Station,88.9,100,2025-01-25
E00093,VU0008,S001,Quiz: Renal Acid-Base,47,50,2024-10-20
E00881,VU0076,S004,Quiz: Endocrine/DKA,39,50,2024-09-16
E01036,VU0090,S001,Quiz: Renal Acid-Base,42,50,2024-11-17
E01335,VU0116,S021,Quiz: Renal Replacement (RRT),37,50,2024-12-13
E00454,VU0040,S004,Quiz: Endocrine/DKA,49,50,2025-02-26
E00272,VU0024,S017,Quiz: Sepsis Bundles,24,25,2025-04-22
E00663,VU0057,S015,Quiz: Nutrition,50,50,2025-02-10
E00856,VU0074,S021,Quiz: Renal Replacement (RRT),15,20,2025-04-23
E01613,VU0139,S003,OSCE: Communication Station,98.1,100,04/21/25
E01750,vu0411x,S005,Quiz: Heart Failure,18,25,2025-01-20
E00210,VU0019,S016,OSCE: Shared Decision-Making,90.1,100,11/05/2024
E00854,VU0074,S005,Quiz: Heart Failure,40,50,2024-10-06
E00708,VU0061,S004,Quiz: Endocrine/DKA,45,50,2024-09-28
E01186,VU0104,S001,Quiz: Renal Acid-Base,50,50,03/23/2025
E01035,VU0090,S006,Facilitator Eval: QI Project,7,9,2024-09-14
E01663,VU0144,S001,Quiz: Renal Acid-Base,44,50,01/12/2025
E01466,VU0127,S010,Facilitator Eval: IP Rounds,4,9,03/16/2025
E01146,VU0100,S001,Quiz: Renal Acid-Base,15,20,2024-11-30
E00420,VU0036,S016,OSCE: Shared Decision-Making,82.4,100,2024-11-28
E01124,VU0098,S006,Facilitator Eval: QI Project,8,9,2025-02-04
E00580,VU0051,S016,OSCE: Shared Decision-Making,68.7,100,2025-04-17
E00718,VU0061,S021,Quiz: Renal Replacement (RRT),44,50,2025-04-08
E01071,VU0093,S007,Facilitator Eval: Clinical Reasoning,6,9,03/04/25
E01579,VU0136,S003,OSCE: Communication Station,84.0,100,2024-10-20
E01478,VU0128,S007,Facilitator Eval: Clinical Reasoning,4,9,2024-11-22
E00197,VU0018,S020,OSCE: Pre-Clerkship Capstone,99.3,100,2025-04-27
E00311,VU0027,S002,Quiz: Cardiology ECG,19,25,2024-12-06
E00786,VU0068,S013,Quiz: Acute Kidney Injury,23,25,2024-09-09
E01325,VU0115,S017,Quiz: Sepsis Bundles,46,50,2024-09-02
E00164,VU0014,S005,Quiz: Heart Failure,20,25,12/08/2024
E01206,VU0106,S004,Quiz: Endocrine/DKA,18,20,2024-11-20
E00140,VU0012,S003,OSCE: Communication Station,77.1,100,11/16/2024
E01721,VU0149,S010,Facilitator Eval: IP Rounds,8,9,2025-01-16
E00537,VU0047,S013,Quiz: Acute Kidney Injury,11,25,11/06/24
E01504,VU0130,S021,Quiz: Renal Replacement (RRT),50,50,2025-01-11
E01459,VU0126,S011,Quiz: Pulmonary Embolism,18,20,11/11/2024
E01324,VU0115,S013,Quiz: Acute Kidney Injury,33,50,2025-02-17
E00521,VU0046,S013,Quiz: Acute Kidney Injury,38,50,2025-04-11
E00250,VU0022,S020,OSCE: Pre-Clerkship Capstone,86.4,100,2025-01-16
E01309,VU0114,S003,OSCE: Communication Station,79.5,100,03/11/2025
E01474,VU0127,S017,Quiz: Sepsis Bundles,36,50,09/29/2024
E00479,VU0041,S003,OSCE: Communication Station,89.8,100,2024-11-21
E01376,VU0120,S008,Quiz: Antimicrobial Stewardship,15,20,2024-10-24
E00828,VU0072,S017,Quiz: Sepsis Bundles,14,20,2024-11-01
E01122,VU0098,S007,Facilitator Eval: Clinical Reasoning,7,9,2025-04-09
E01445,VU0125,S002,Quiz: Cardiology ECG,17,20,03/31/2025
E01178,VU0103,S003,OSCE: Communication Station,84.8,100,2024-10-05
E00299,VU0026,S008,Quiz: Antimicrobial Stewardship,21,25,2024-09-27
E01190,VU0104,S020,OSCE: Pre-Clerkship Capstone,89.9,100,04/16/25
E00202,VU0018,S021,Quiz: Renal Replacement (RRT),11,20,01/19/25
E00912,VU0079,S002,Quiz: Cardiology ECG,14,25,2024-09-10
E00368,VU0032,S011,Quiz: Pulmonary Embolism,16,20,2025-03-15
E01751,VU0001,S014,Professionalism Attestation,7,,2025-03-01
E00806,VU0070,S002,Quiz: Cardiology ECG,16,20,03/12/25
E00629,VU0054,S014,Professionalism Attestation,P,,10/28/2024
E00605,VU0053,S010,Facilitator Eval: IP Rounds,8,9,2025-01-05
E01220,VU0107,S011,Quiz: Pulmonary Embolism,16,25,2024-09-28
E00737,VU0063,S010,Facilitator Eval: IP Rounds,6,9,2024-12-11
E01039,VU0090,S007,Facilitator Eval: Clinical Reasoning,8,9,11/20/24
E00473,VU0041,S005,Quiz: Heart Failure,20,20,2024-11-29
E00845,VU0073,S003,OSCE: Communication Station,71.9,100,10/13/2024
E00813,VU0070,S018,Facilitator Eval: Journal Club,7,9,09/11/2024
E00939,VU0081,S005,Quiz: Heart Failure,21,25,2025-03-29
E01701,VU0147,S008,Quiz: Antimicrobial Stewardship,34,50,2025-03-19
E01669,VU0144,S010,Facilitator Eval: IP Rounds,8,9,2025-03-16
E01607,VU0139,S007,Facilitator Eval: Clinical Reasoning,4,9,04/25/2025
E01682,VU0145,S005,Quiz: Heart Failure,15,20,03/25/2025
E00240,VU0021,S016,OSCE: Shared Decision-Making,90.3,100,09/09/2024
E00151,VU0013,S020,OSCE: Pre-Clerkship Capstone,,100,2024-09-21
E01672,VU0145,S002,Quiz: Cardiology ECG,13,20,12/21/2024
E01135,VU0099,S008,Quiz: Antimicrobial Stewardship,17,20,03/27/25
E00363,VU0031,S014,Professionalism Attestation,P,,2024-11-08
E01159,VU0101,S013,Quiz: Acute Kidney Injury,17,20,2024-10-20
E00048,VU0004,S008,Quiz: Antimicrobial Stewardship,22,25,2025-02-03
E01010,VU0088,S002,Quiz: Cardiology ECG,25,25,10/07/2024
E00667,VU0058,S007,Facilitator Eval: Clinical Reasoning,9,9,02/19/2025
E01465,VU0127,S004,Quiz: Endocrine/DKA,21,25,2024-10-02
E00141,VU0012,S014,Professionalism Attestation,P,,2025-02-11
E01194,VU0104,S002,Quiz: Cardiology ECG,19,20,2024-11-18
E01409,VU0122,S001,Quiz: Renal Acid-Base,49,50,10/31/2024
E00940,VU0081,S015,Quiz: Nutrition,19,25,2024-10-02
E01149,VU0100,S004,Quiz: Endocrine/DKA,17,25,2024-09-30
E00142,VU0012,S017,Quiz: Sepsis Bundles,11,20,2024-10-28
E00336,VU0029,S003,OSCE: Communication Station,96.5,100,2024-12-27
E00524,VU0046,S011,Quiz: Pulmonary Embolism,17,20,01/25/2025
E01062,VU0092,S016,OSCE: Shared Decision-Making,66.0,100,2025-03-17
E01182,VU0103,S015,Quiz: Nutrition,16,20,2024-09-25
E01113,VU0097,S001,Quiz: Renal Acid-Base,25,25,2024-11-03
E00722,VU0062,S013,Quiz: Acute Kidney Injury,17,25,2025-01-21
E00589,VU0052,S014,Professionalism Attestation,P,,2024-11-26
E01380,VU0120,S014,Professionalism Attestation,P,,2025-03-20
E00031,VU0003,S005,Quiz: Heart Failure,999,25,2024-11-20
E00839,VU0073,S007,Facilitator Eval: Clinical Reasoning,4,9,09/20/24
E01421,VU0123,S003,OSCE: Communication Station,87.0,100,2024-12-04
E01616,VU0140,S016,OSCE: Shared Decision-Making,79.6,100,2025-01-08
E00597,VU0052,S004,Quiz: Endocrine/DKA,35,50,2024-12-27
E01156,VU0101,S004,Quiz: Endocrine/DKA,22,,2025-02-21
E00496,VU0043,S015,Quiz: Nutrition,21,25,01/25/2025
E01098,VU0096,S014,Professionalism Attestation,P,,2024-09-12
E00352,VU0030,S017,Quiz: Sepsis Bundles,16,20,2024-12-03
E00121,VU0011,S015,Quiz: Nutrition,21,25,11/26/24
E01292,VU0113,S018,Facilitator Eval: Journal Club,7,9,2024-12-16
E00183,VU0016,S018,Facilitator Eval: Journal Club,7,9,2025-03-04
E01723,VU0149,S013,Quiz: Acute Kidney Injury,36,50,2024-12-05
E00795,VU0069,S003,OSCE: Communication Station,89.6,100,2025-01-22
E01342,VU0117,S016,OSCE: Shared Decision-Making,73.9,100,04/21/2025
E00916,VU0080,S018,Facilitator Eval: Journal Club,6,9,09/24/2024
E00738,VU0063,S015,Quiz: Nutrition,16,20,09/04/2024
E00893,VU0077,S006,Facilitator Eval: QI Project,7,9,2024-11-01
E01141,VU0100,S005,Quiz: Heart Failure,16,25,2025-02-15
E01303,VU0114,S005,Quiz: Heart Failure,16,,2025-02-23
E00216,VU0019,S017,Quiz: Sepsis Bundles,22,25,2024-10-31
E01546,VU0133,S002,Quiz: Cardiology ECG,20,25,03/14/25
E00499,VU0044,S001,Quiz: Renal Acid-Base,42,50,2025-01-31
E00076,VU0007,S006,Facilitator Eval: QI Project,7,9,12/05/24
E01600,VU0138,S007,Facilitator Eval: Clinical Reasoning,4,9,2024-09-25
E01050,VU0091,S010,Facilitator Eval: IP Rounds,8,9,2025-02-02
E01364,VU0119,S006,Facilitator Eval: QI Project,7,9,2024-09-10
E01171,VU0103,S005,Quiz: Heart Failure,44,50,2025-02-10
E00620,VU0054,S002,Quiz: Cardiology ECG,16,25,2025-03-01
E01208,VU0106,S006,Facilitator Eval: QI Project,5,9,01/21/2025
E01012,VU0088,S014,Professionalism Attestation,P,,12/26/2024
E01567,VU0135,S014,Professionalism Attestation,P,,2025-04-22
E01066,VU0093,S014,Professionalism Attestation,P,,2024-11-27
E00733,VU0063,S014,Professionalism Attestation,P,,2025-03-20
E01246,VU0109,S005,Quiz: Heart Failure,49,50,2025-03-25
E00269,VU0024,S007,Facilitator Eval: Clinical Reasoning,6,9,2025-03-15
E01455,VU0126,S018,Facilitator Eval: Journal Club,4,9,2025-04-03
E01472,VU0127,S021,Quiz: Renal Replacement (RRT),39,50,2024-09-10
E00110,VU0010,S010,Facilitator Eval: IP Rounds,7,9,2025-01-08
E01525,VU0132,S018,Facilitator Eval: Journal Club,6,9,01/28/2025
E00471,VU0041,S008,Quiz: Antimicrobial Stewardship,50,50,2025-03-01
E00114,VU0010,S003,OSCE: Communication Station,73.9,100,2025-01-18
E01373,VU0119,S011,Quiz: Pulmonary Embolism,23,25,2025-02-16
E01419,VU0123,S005,Quiz: Heart Failure,44,50,2024-12-26
E01645,VU0142,S002,Quiz: Cardiology ECG,46,50,2024-10-21
E01464,VU0127,S015,Quiz: Nutrition,37,50,2024-09-20
E01291,VU0112,S002,Quiz: Cardiology ECG,30,50,02/14/2025
E00617,VU0054,S013,Quiz: Acute Kidney Injury,15,20,2025-02-09
E00599,VU0052,S013,Quiz: Acute Kidney Injury,18,20,01/06/2025
E00388,VU0033,S008,Quiz: Antimicrobial Stewardship,21,25,02/01/2025
E00252,VU0022,S013,Quiz: Acute Kidney Injury,18,25,2025-01-22
E01746,VU0150,S018,Facilitator Eval: Journal Club,5,9,2025-02-26
E01489,VU0129,S011,Quiz: Pulmonary Embolism,30,50,11/20/2024
E00781,VU0067,S005,Quiz: Heart Failure,17,20,2024-09-06
E01102,VU0096,S015,Quiz: Nutrition,19,20,02/21/2025
E00246,VU0022,S015,Quiz: Nutrition,14,20,01/30/2025
E01318,VU0115,S004,Quiz: Endocrine/DKA,33,50,2024-12-30
E00367,VU0032,S018,Facilitator Eval: Journal Club,9,9,01/03/2025
E01241,VU0108,S013,Quiz: Acute Kidney Injury,15,20,2025-04-19
E01415,VU0123,S015,Quiz: Nutrition,18,25,2024-12-22
E01250,VU0109,S006,Facilitator Eval: QI Project,7,9,2024-11-20
E01011,VU0088,S003,OSCE: Communication Station,76.2,100,2024-10-05
E01695,VU0146,S015,Quiz: Nutrition,43,50,2025-04-08
E01085,VU0095,S015,Quiz: Nutrition,19,,2025-02-09
E00029,VU0003,S010,Facilitator Eval: IP Rounds,9,9,2024-10-26
E00954,VU0083,S017,Quiz: Sepsis Bundles,37,50,2025-03-10
E01643,VU0142,S014,Professionalism Attestation,P,,2024-12-16
E01389,VU0121,S015,Quiz: Nutrition,22,25,2024-11-08
E01689,VU0146,S021,Quiz: Renal Replacement (RRT),15,20,2024-11-12
E01424,VU0124,S010,Facilitator Eval: IP Rounds,9,9,2025-01-19
E00861,VU0074,S014,Professionalism Attestation,P,,2025-03-29
E01427,VU0124,S018,Facilitator Eval: Journal Club,6,9,2025-02-03
E00331,VU0028,S014,Professionalism Attestation,P,,2025-01-20
E01249,VU0109,S017,Quiz: Sepsis Bundles,17,25,2025-03-23
E01059,VU0092,S004,Quiz: Endocrine/DKA,18,20,09/05/2024
E01484,VU0128,S013,Quiz: Acute Kidney Injury,17,20,09/20/24
E00402,VU0035,S016,OSCE: Shared Decision-Making,92.5,100,2025-03-01
E00968,VU0084,S013,Quiz: Acute Kidney Injury,40,50,2024-09-12
E00122,VU0011,S013,Quiz: Acute Kidney Injury,40,50,12/04/24
E01495,VU0129,S017,Quiz: Sepsis Bundles,24,25,2024-09-03
E00130,VU0012,S018,Facilitator Eval: Journal Club,7,9,2025-02-21
E01024,VU0089,S007,Facilitator Eval: Clinical Reasoning,6,9,2025-02-09
E00237,VU0021,S010,Facilitator Eval: IP Rounds,7,9,2024-12-28
E01177,VU0103,S011,Quiz: Pulmonary Embolism,45,50,2025-04-05
E01065,VU0093,S006,Facilitator Eval: QI Project,7,9,2025-02-13
E00530,VU0046,S001,Quiz: Renal Acid-Base,18,25,12/06/2024
E01089,VU0095,S003,OSCE: Communication Station,80.7,100,2024-10-23
E00413,VU0036,S011,Quiz: Pulmonary Embolism,14,20,02/20/25
E00178,VU0016,S014,Professionalism Attestation,P,,2025-01-15
E01030,VU0089,S003,OSCE: Communication Station,87.7,100,2025-04-21
E00132,VU0012,S002,Quiz: Cardiology ECG,17,25,2025-01-25
E00440,VU0038,S001,Quiz: Renal Acid-Base,29,50,2025-04-29
E00592,VU0052,S005,Quiz: Heart Failure,35,50,04/03/2025
E00053,VU0005,S002,Quiz: Cardiology ECG,32,50,01/15/2025
E00403,VU0035,S017,Quiz: Sepsis Bundles,41,50,2024-11-28
E00198,VU0018,S007,Facilitator Eval: Clinical Reasoning,8,9,2024-11-09
E00401,VU0035,S011,Quiz: Pulmonary Embolism,14,20,2025-03-09
E00570,VU0050,S005,Quiz: Heart Failure,21,25,2025-03-04
E00637,VU0055,S015,Quiz: Nutrition,23,25,2024-10-04
E00814,VU0070,S006,Facilitator Eval: QI Project,8,9,2024-10-02
E00586,VU0051,S002,Quiz: Cardiology ECG,32,50,2024-10-11
E01043,VU0091,S013,Quiz: Acute Kidney Injury,16,25,2025-03-17
E01712,VU0148,S013,Quiz: Acute Kidney Injury,14,20,2025-03-12
E00326,VU0028,S017,Quiz: Sepsis Bundles,14,20,2024-11-19
E00615,VU0053,S017,Quiz: Sepsis Bundles,17,25,2025-02-16
E00532,VU0047,S021,Quiz: Renal Replacement (RRT),44,50,2024-11-10
E01558,VU0134,S013,Quiz: Acute Kidney Injury,20,20,2024-11-17
E01117,VU0098,S016,OSCE: Shared Decision-Making,83.6,100,2024-11-15
E00027,VU0003,S015,Quiz: Nutrition,47,50,2025-02-02
E00948,VU0082,S015,Quiz: Nutrition,16,,2024-12-15
E01187,VU0104,S017,Quiz: Sepsis Bundles,30,50,01/13/2025
E00638,VU0055,S004,Quiz: Endocrine/DKA,20,25,2024-09-11
E01617,VU0140,S002,Quiz: Cardiology ECG,16,20,2025-03-05
E00248,VU0022,S008,Quiz: Antimicrobial Stewardship,38,50,2025-03-21
E00425,VU0037,S021,Quiz: Renal Replacement (RRT),15,20,02/11/2025
E00711,VU0061,S005,Quiz: Heart Failure,19,20,2025-01-15
E01281,VU0111,S006,Facilitator Eval: QI Project,6,9,04/28/2025
E00275,VU0024,S020,OSCE: Pre-Clerkship Capstone,67.5,100,09/28/24
E00754,VU0065,S017,Quiz: Sepsis Bundles,39,50,2025-01-04
E00520,VU0046,S005,Quiz: Heart Failure,18,25,2024-12-05
E00230,VU0020,S010,Facilitator Eval: IP Rounds,7,9,2025-01-27
E00384,VU0033,S014,Professionalism Attestation,P,,09/23/2024
E01596,VU0138,S005,Quiz: Heart Failure,45,50,2024-12-27
E00406,VU0035,S018,Facilitator Eval: Journal Club,7,9,11/07/2024
E01334,VU0116,S007,Facilitator Eval: Clinical Reasoning,7,9,2025-04-07
E00476,VU0041,S014,Professionalism Attestation,P,,09/26/2024
E00360,VU0031,S004,Quiz: Endocrine/DKA,12,20,10/03/2024
E00709,VU0061,S001,Quiz: Renal Acid-Base,14,20,2024-10-09
E00481,VU0042,S015,Quiz: Nutrition,20,20,2025-04-17
E00201,VU0018,S002,Quiz: Cardiology ECG,17,,2024-12-30
E00833,VU0072,S011,Quiz: Pulmonary Embolism,19,20,2024-10-22
E01328,VU0116,S001,Quiz: Renal Acid-Base,13,20,2024-09-02
E00565,VU0050,S001,Quiz: Renal Acid-Base,32,50,2025-01-19
E00831,VU0072,S004,Quiz: Endocrine/DKA,18,,2024-09-25
E00865,VU0075,S008,Quiz: Antimicrobial Stewardship,17,20,11/14/2024
E01738,VU0150,S021,Quiz: Renal Replacement (RRT),37,50,11/30/2024
E00922,VU0080,S007,Facilitator Eval: Clinical Reasoning,7,9,2025-02-10
E01189,VU0104,S004,Quiz: Endocrine/DKA,19,25,2025-04-25
E00034,VU0003,S007,Facilitator Eval: Clinical Reasoning,7,9,12/05/2024
E00596,VU0052,S017,Quiz: Sepsis Bundles,36,50,2024-09-13
E01020,VU0089,S020,OSCE: Pre-Clerkship Capstone,63.2,100,2025-03-19
E01529,VU0132,S007,Facilitator Eval: Clinical Reasoning,7,9,2024-12-05
E00649,VU0056,S006,Facilitator Eval: QI Project,8,9,2024-09-12
E00103,VU0009,S013,Quiz: Acute Kidney Injury,20,25,10/06/2024
E00558,VU0049,S021,Quiz: Renal Replacement (RRT),22,25,2025-01-31
E00969,VU0084,S020,OSCE: Pre-Clerkship Capstone,92.5,100,2024-11-25
E01280,VU0111,S011,Quiz: Pulmonary Embolism,17,25,04/21/25
E00677,VU0058,S002,Quiz: Cardiology ECG,18,25,02/21/2025
E00422,VU0036,S006,Facilitator Eval: QI Project,6,9,2025-03-06
E00757,VU0065,S004,Quiz: Endocrine/DKA,41,50,2025-01-07
E00713,VU0061,S020,OSCE: Pre-Clerkship Capstone,91.8,100,2025-01-12
E01661,VU0144,S013,Quiz: Acute Kidney Injury,46,50,2025-04-27
E00925,VU0080,S011,Quiz: Pulmonary Embolism,47,50,2025-04-22
E01506,VU0130,S017,Quiz: Sepsis Bundles,12,20,2024-12-18
E00938,VU0081,S006,Facilitator Eval: QI Project,9,9,2024-11-16
E00102,VU0009,S011,Quiz: Pulmonary Embolism,16,25,2024-10-06
E01497,VU0129,S010,Facilitator Eval: IP Rounds,7,9,2024-12-26
E01302,VU0113,S016,OSCE: Shared Decision-Making,89.3,100,2024-10-23
E01179,VU0103,S006,Facilitator Eval: QI Project,7,9,2024-09-14
E00770,VU0066,S015,Quiz: Nutrition,47,50,2025-02-09
E00676,VU0058,S001,Quiz: Renal Acid-Base,37,50,2025-03-21
E00292,VU0025,S003,OSCE: Communication Station,77.9,100,2024-11-23
E01461,VU0127,S018,Facilitator Eval: Journal Club,9,9,2025-02-03
E01486,VU0128,S010,Facilitator Eval: IP Rounds,8,9,2024-09-07
E01718,VU0148,S008,Quiz: Antimicrobial Stewardship,16,20,2025-02-24
E00167,VU0015,S021,Quiz: Renal Replacement (RRT),14,25,2024-11-30
E00610,VU0053,S013,Quiz: Acute Kidney Injury,33,50,2024-12-25
E00567,VU0050,S016,OSCE: Shared Decision-Making,82.5,100,2024-09-26
E00182,VU0016,S008,Quiz: Antimicrobial Stewardship,42,50,03/20/25
E00945,VU0082,S003,OSCE: Communication Station,94.5,100,2024-10-20
E00784,VU0067,S018,Facilitator Eval: Journal Club,7,9,09/07/2024
E00748,VU0064,S011,Quiz: Pulmonary Embolism,38,50,2024-11-30
E00802,VU0069,S018,Facilitator Eval: Journal Club,4,9,2024-09-05
E00744,VU0064,S013,Quiz: Acute Kidney Injury,24,25,2025-02-27
E00344,VU0030,S010,Facilitator Eval: IP Rounds,8,9,11/20/2024
E00979,VU0085,S013,Quiz: Acute Kidney Injury,44,50,2025-03-14
E01709,VU0148,S006,Facilitator Eval: QI Project,7,9,2025-02-25
E01683,VU0145,S003,OSCE: Communication Station,79.3,100,2024-11-19
E01641,VU0142,S001,Quiz: Renal Acid-Base,18,,2025-03-11
E01313,VU0114,S011,Quiz: Pulmonary Embolism,40,50,2024-09-23
E00421,VU0036,S008,Quiz: Antimicrobial Stewardship,24,25,02/25/2025
E00942,VU0082,S005,Quiz: Heart Failure,48,50,2025-01-13
E00467,VU0041,S004,Quiz: Endocrine/DKA,17,20,03/17/25
E01331,VU0116,S003,OSCE: Communication Station,85.2,100,2024-11-12
E00746,VU0064,S005,Quiz: Heart Failure,24,25,2025-04-02
E00128,VU0011,S011,Quiz: Pulmonary Embolism,34,50,2024-09-15
E01018,VU0088,S021,Quiz: Renal Replacement (RRT),38,50,2025-02-24
E01448,VU0126,S010,Facilitator Eval: IP Rounds,7,9,02/14/2025
E01219,VU0107,S001,Quiz: Renal Acid-Base,19,20,2025-01-03
E01588,VU0137,S013,Quiz: Acute Kidney Injury,15,20,2025-02-24
E01668,VU0144,S015,Quiz: Nutrition,22,25,2025-03-03
E00380,VU0033,S011,Quiz: Pulmonary Embolism,37,50,2025-02-21
E00850,VU0074,S013,Quiz: Acute Kidney Injury,16,20,11/16/24
E00928,VU0081,S008,Quiz: Antimicrobial Stewardship,38,50,2024-10-31
E00696,VU0060,S021,Quiz: Renal Replacement (RRT),21,25,01/07/2025
E00196,VU0017,S006,Facilitator Eval: QI Project,6,9,03/17/2025
E00215,VU0019,S014,Professionalism Attestation,P,,2025-04-28
E00357,VU0031,S003,OSCE: Communication Station,78.9,100,11/22/24
E00222,VU0020,S017,Quiz: Sepsis Bundles,39,50,2024-09-21
E01312,VU0114,S001,Quiz: Renal Acid-Base,35,50,2024-10-16
E00820,VU0071,S015,Quiz: Nutrition,17,20,10/10/2024
E01360,VU0118,S020,OSCE: Pre-Clerkship Capstone,77.2,100,2025-04-04
E00560,VU0049,S004,Quiz: Endocrine/DKA,20,20,12/01/2024
E00771,VU0066,S001,Quiz: Renal Acid-Base,44,,2024-12-02
E01370,VU0119,S007,Facilitator Eval: Clinical Reasoning,6,9,2024-12-21
E00193,VU0017,S021,Quiz: Renal Replacement (RRT),42,50,11/16/2024
E00224,VU0020,S014,Professionalism Attestation,P,,2025-01-16
E00038,VU0004,S001,Quiz: Renal Acid-Base,38,50,09/30/2024
E00950,VU0082,S006,Facilitator Eval: QI Project,7,9,2024-11-18
E00758,VU0065,S008,Quiz: Antimicrobial Stewardship,33,,2025-01-11
E00655,VU0057,S002,Quiz: Cardiology ECG,19,25,2024-12-25
E00887,VU0077,S014,Professionalism Attestation,P,,2025-01-04
E00650,VU0056,S005,Quiz: Heart Failure,19,20,2024-11-22
E00129,VU0011,S007,Facilitator Eval: Clinical Reasoning,6,9,10/11/24
E00462,VU0040,S006,Facilitator Eval: QI Project,7,9,2025-04-05
